date,sentiment
5/10/05,0.22703965
5/11/05,0.225048363
5/12/05,0.214911446
5/13/05,0.209269524
5/14/05,0.222848102
5/15/05,0.226496592
5/16/05,0.244522721
5/17/05,0.239169732
5/18/05,0.246932253
5/19/05,0.250837743
5/20/05,0.24495025
5/21/05,0.248368025
5/22/05,0.256318301
5/23/05,0.263001531
5/24/05,0.24589172
5/25/05,0.236868575
5/26/05,0.238021135
5/27/05,0.226115927
5/28/05,0.242739573
5/29/05,0.248801067
5/30/05,0.256200612
5/31/05,0.242568344
6/1/05,0.223765925
6/2/05,0.2331139
6/3/05,0.23705934
6/4/05,0.240315452
6/5/05,0.23400268
6/6/05,0.222461149
6/7/05,0.214696407
6/8/05,0.217168614
6/9/05,0.22785069
6/10/05,0.225164548
6/11/05,0.217876583
6/12/05,0.207418576
6/13/05,0.208261058
6/14/05,0.205406949
6/15/05,0.210335851
6/16/05,0.204138801
6/17/05,0.200261012
6/18/05,0.219730631
6/19/05,0.218380094
6/20/05,0.229851261
6/21/05,0.216825277
6/22/05,0.226349413
6/23/05,0.245638132
6/24/05,0.236276463
6/25/05,0.229688391
6/26/05,0.248269036
6/27/05,0.257063121
6/28/05,0.241734117
6/29/05,0.237258032
6/30/05,0.225848734
7/1/05,0.229411662
7/2/05,0.232305482
7/3/05,0.220005959
7/4/05,0.245145261
7/5/05,0.247496367
7/6/05,0.247313663
7/7/05,0.2436243
7/8/05,0.260626167
7/9/05,0.259054691
7/10/05,0.266806513
7/11/05,0.261705726
7/12/05,0.261709929
7/13/05,0.260600001
7/14/05,0.26415655
7/15/05,0.270164073
7/16/05,0.269342214
7/17/05,0.264373481
7/18/05,0.265151471
7/19/05,0.264642477
7/20/05,0.267585486
7/21/05,0.286828905
7/22/05,0.28491509
7/23/05,0.291233301
7/24/05,0.296419412
7/25/05,0.296626031
7/26/05,0.289843142
7/27/05,0.285990238
7/28/05,0.292184621
7/29/05,0.294695675
7/30/05,0.303921342
7/31/05,0.296963006
8/1/05,0.310352534
8/2/05,0.300943285
8/3/05,0.310073555
8/4/05,0.306676567
8/5/05,0.313978404
8/6/05,0.354964226
8/7/05,0.353000849
8/8/05,0.366632909
8/9/05,0.380102187
8/10/05,0.377907604
8/11/05,0.38335517
8/12/05,0.383306503
8/13/05,0.388737917
8/14/05,0.379454583
8/15/05,0.381630927
8/16/05,0.374143451
8/17/05,0.368894786
8/18/05,0.380289227
8/19/05,0.372692108
8/20/05,0.361392707
8/21/05,0.362728477
8/22/05,0.369231284
8/23/05,0.370113254
8/24/05,0.365582764
8/25/05,0.357665509
8/26/05,0.347569644
8/27/05,0.335572392
8/28/05,0.31453222
8/29/05,0.30466789
8/30/05,0.25556168
8/31/05,0.232163876
9/1/05,0.219134301
9/2/05,0.223610014
9/3/05,0.215564653
9/4/05,0.200883865
9/5/05,0.204107881
9/6/05,0.181067809
9/7/05,0.157715067
9/8/05,0.140349358
9/9/05,0.107457571
9/10/05,0.105072863
9/11/05,0.099541262
9/12/05,0.084669009
9/13/05,0.077741899
9/14/05,0.082887881
9/15/05,0.087835908
9/16/05,0.07994552
9/17/05,0.077146165
9/18/05,0.075176306
9/19/05,0.097381495
9/20/05,0.08285296
9/21/05,0.078512266
9/22/05,0.076574937
9/23/05,0.077301033
9/24/05,0.089400232
9/25/05,0.102197669
9/26/05,0.12016549
9/27/05,0.128866747
9/28/05,0.134061038
9/29/05,0.138821557
9/30/05,0.130632326
10/1/05,0.122001439
10/2/05,0.104991794
10/3/05,0.097664677
10/4/05,0.100636721
10/5/05,0.101289392
10/6/05,0.098306179
10/7/05,0.083200343
10/8/05,0.078923084
10/9/05,0.099926427
10/10/05,0.108991623
10/11/05,0.097251162
10/12/05,0.11018458
10/13/05,0.111393675
10/14/05,0.10742154
10/15/05,0.08709655
10/16/05,0.101323418
10/17/05,0.093587629
10/18/05,0.098473012
10/19/05,0.097460292
10/20/05,0.09887287
10/21/05,0.104112513
10/22/05,0.129243061
10/23/05,0.141975239
10/24/05,0.145840704
10/25/05,0.160790056
10/26/05,0.165706187
10/27/05,0.174912527
10/28/05,0.172818586
10/29/05,0.180538505
10/30/05,0.18964313
10/31/05,0.183732823
11/1/05,0.200791448
11/2/05,0.210090235
11/3/05,0.21433343
11/4/05,0.226653546
11/5/05,0.236057326
11/6/05,0.230112195
11/7/05,0.238462463
11/8/05,0.215628192
11/9/05,0.214748859
11/10/05,0.215156138
11/11/05,0.204252675
11/12/05,0.212607339
11/13/05,0.22351411
11/14/05,0.242869914
11/15/05,0.23498784
11/16/05,0.244062409
11/17/05,0.242467493
11/18/05,0.237158537
11/19/05,0.227003023
11/20/05,0.223669261
11/21/05,0.241632283
11/22/05,0.263647288
11/23/05,0.267493725
11/24/05,0.268489927
11/25/05,0.287681401
11/26/05,0.290261745
11/27/05,0.292643487
11/28/05,0.298870534
11/29/05,0.316670716
11/30/05,0.307244271
12/1/05,0.313503236
12/2/05,0.30707261
12/3/05,0.30995056
12/4/05,0.315861166
12/5/05,0.32334739
12/6/05,0.320125371
12/7/05,0.318432063
12/8/05,0.326157838
12/9/05,0.318502605
12/10/05,0.329461634
12/11/05,0.342471033
12/12/05,0.333059281
12/13/05,0.323705345
12/14/05,0.318997651
12/15/05,0.308087975
12/16/05,0.319495082
12/17/05,0.310715526
12/18/05,0.317191154
12/19/05,0.311350346
12/20/05,0.297915816
12/21/05,0.29458937
12/22/05,0.287602633
12/23/05,0.298283935
12/24/05,0.332517475
12/25/05,0.364767492
12/26/05,0.369092554
12/27/05,0.391655982
12/28/05,0.381765187
12/29/05,0.384954035
12/30/05,0.384676188
12/31/05,0.377617747
1/1/06,0.37928617
1/2/06,0.392130613
1/3/06,0.385792106
1/4/06,0.378679603
1/5/06,0.373132586
1/6/06,0.381192207
1/7/06,0.39792946
1/8/06,0.392815769
1/9/06,0.391568571
1/10/06,0.396670222
1/11/06,0.377506793
1/12/06,0.38283807
1/13/06,0.370652318
1/14/06,0.372613102
1/15/06,0.383378863
1/16/06,0.402289897
1/17/06,0.398679733
1/18/06,0.404650718
1/19/06,0.401714504
1/20/06,0.393150717
1/21/06,0.407691032
1/22/06,0.400552928
1/23/06,0.419899523
1/24/06,0.411896139
1/25/06,0.404411167
1/26/06,0.379820645
1/27/06,0.366286695
1/28/06,0.364530921
1/29/06,0.364104837
1/30/06,0.353399038
1/31/06,0.346008182
2/1/06,0.345924944
2/2/06,0.355817616
2/3/06,0.347874492
2/4/06,0.339718938
2/5/06,0.349056751
2/6/06,0.347845614
2/7/06,0.337004244
2/8/06,0.321018726
2/9/06,0.329682559
2/10/06,0.331465304
2/11/06,0.320626527
2/12/06,0.330011159
2/13/06,0.342358202
2/14/06,0.328630775
2/15/06,0.318690687
2/16/06,0.313805491
2/17/06,0.323421627
2/18/06,0.312531382
2/19/06,0.324787587
2/20/06,0.323891819
2/21/06,0.311984152
2/22/06,0.314714253
2/23/06,0.306925237
2/24/06,0.299328029
2/25/06,0.290055156
2/26/06,0.285912991
2/27/06,0.272067934
2/28/06,0.268981516
3/1/06,0.264046818
3/2/06,0.275856823
3/3/06,0.276871502
3/4/06,0.284043282
3/5/06,0.287652552
3/6/06,0.301935107
3/7/06,0.297114551
3/8/06,0.291345507
3/9/06,0.28885299
3/10/06,0.284581751
3/11/06,0.289225787
3/12/06,0.299313903
3/13/06,0.27962783
3/14/06,0.272839844
3/15/06,0.262985885
3/16/06,0.257668138
3/17/06,0.253994793
3/18/06,0.253852397
3/19/06,0.261291057
3/20/06,0.241385087
3/21/06,0.247136921
3/22/06,0.244381577
3/23/06,0.245459169
3/24/06,0.239905417
3/25/06,0.241120026
3/26/06,0.274175346
3/27/06,0.254063576
3/28/06,0.254881263
3/29/06,0.268729746
3/30/06,0.274574369
3/31/06,0.257215172
4/1/06,0.256400615
4/2/06,0.264604002
4/3/06,0.2701509
4/4/06,0.266367823
4/5/06,0.270519108
4/6/06,0.28625071
4/7/06,0.281065017
4/8/06,0.284593344
4/9/06,0.27895698
4/10/06,0.258426338
4/11/06,0.253014773
4/12/06,0.253666103
4/13/06,0.236621559
4/14/06,0.230223671
4/15/06,0.23996371
4/16/06,0.249500155
4/17/06,0.265307039
4/18/06,0.259489268
4/19/06,0.256710947
4/20/06,0.251680523
4/21/06,0.255420685
4/22/06,0.25666818
4/23/06,0.25792402
4/24/06,0.24810116
4/25/06,0.244037911
4/26/06,0.252996951
4/27/06,0.256481647
4/28/06,0.248233214
4/29/06,0.241347462
4/30/06,0.244088754
5/1/06,0.256150186
5/2/06,0.266909897
5/3/06,0.268497437
5/4/06,0.271268427
5/5/06,0.277428687
5/6/06,0.285055876
5/7/06,0.303924054
5/8/06,0.323570937
5/9/06,0.315299004
5/10/06,0.307346851
5/11/06,0.312351197
5/12/06,0.321179092
5/13/06,0.319172919
5/14/06,0.325056463
5/15/06,0.339805424
5/16/06,0.329743087
5/17/06,0.318652302
5/18/06,0.312961221
5/19/06,0.303026617
5/20/06,0.314027369
5/21/06,0.316340297
5/22/06,0.324939907
5/23/06,0.314072341
5/24/06,0.295332849
5/25/06,0.284017533
5/26/06,0.294835716
5/27/06,0.306176424
5/28/06,0.306283861
5/29/06,0.315622509
5/30/06,0.307143599
5/31/06,0.309501857
6/1/06,0.316374213
6/2/06,0.30703783
6/3/06,0.293909222
6/4/06,0.310638994
6/5/06,0.294563442
6/6/06,0.289240718
6/7/06,0.293557167
6/8/06,0.28603968
6/9/06,0.282841831
6/10/06,0.264396101
6/11/06,0.251821965
6/12/06,0.248505712
6/13/06,0.249012932
6/14/06,0.239971101
6/15/06,0.235830277
6/16/06,0.232160509
6/17/06,0.225921869
6/18/06,0.227759272
6/19/06,0.244291365
6/20/06,0.235681981
6/21/06,0.240334719
6/22/06,0.248803914
6/23/06,0.250452131
6/24/06,0.241708681
6/25/06,0.265902281
6/26/06,0.282390893
6/27/06,0.273702621
6/28/06,0.262622744
6/29/06,0.261758864
6/30/06,0.262563378
7/1/06,0.253943354
7/2/06,0.252867132
7/3/06,0.248611018
7/4/06,0.226174533
7/5/06,0.219001353
7/6/06,0.223414853
7/7/06,0.231265992
7/8/06,0.233255967
7/9/06,0.231847242
7/10/06,0.239132643
7/11/06,0.228008002
7/12/06,0.218671858
7/13/06,0.206473902
7/14/06,0.203188688
7/15/06,0.194876075
7/16/06,0.209504932
7/17/06,0.203343049
7/18/06,0.206255853
7/19/06,0.209909499
7/20/06,0.200857982
7/21/06,0.205742761
7/22/06,0.203521267
7/23/06,0.220291093
7/24/06,0.218832359
7/25/06,0.21117793
7/26/06,0.209291592
7/27/06,0.204900607
7/28/06,0.205166623
7/29/06,0.221352965
7/30/06,0.229031339
7/31/06,0.226999164
8/1/06,0.228657082
8/2/06,0.231578037
8/3/06,0.241677091
8/4/06,0.246184468
8/5/06,0.236323029
8/6/06,0.237747595
8/7/06,0.252563745
8/8/06,0.243391559
8/9/06,0.24913989
8/10/06,0.24833402
8/11/06,0.219983965
8/12/06,0.232922897
8/13/06,0.230005249
8/14/06,0.213497892
8/15/06,0.217472479
8/16/06,0.219688699
8/17/06,0.229990587
8/18/06,0.21545662
8/19/06,0.218853399
8/20/06,0.239657596
8/21/06,0.229311511
8/22/06,0.207616091
8/23/06,0.207313403
8/24/06,0.213767156
8/25/06,0.217174277
8/26/06,0.213590279
8/27/06,0.201511621
8/28/06,0.182082713
8/29/06,0.154411241
8/30/06,0.145241037
8/31/06,0.171474814
9/1/06,0.181356102
9/2/06,0.183904067
9/3/06,0.181616738
9/4/06,0.180326477
9/5/06,0.195198536
9/6/06,0.206134543
9/7/06,0.226048157
9/8/06,0.208400458
9/9/06,0.200386122
9/10/06,0.204220608
9/11/06,0.205651253
9/12/06,0.196145818
9/13/06,0.185106292
9/14/06,0.172613591
9/15/06,0.151722133
9/16/06,0.16012004
9/17/06,0.163667843
9/18/06,0.160503611
9/19/06,0.16539228
9/20/06,0.133991882
9/21/06,0.146690264
9/22/06,0.139684409
9/23/06,0.147703782
9/24/06,0.167862505
9/25/06,0.152593359
9/26/06,0.143586293
9/27/06,0.149487123
9/28/06,0.140672743
9/29/06,0.149200648
9/30/06,0.141023442
10/1/06,0.145202965
10/2/06,0.14887774
10/3/06,0.154121324
10/4/06,0.15173696
10/5/06,0.153200611
10/6/06,0.157863528
10/7/06,0.171842575
10/8/06,0.201554492
10/9/06,0.206497252
10/10/06,0.23543644
10/11/06,0.24411954
10/12/06,0.233933941
10/13/06,0.222273186
10/14/06,0.229415447
10/15/06,0.2422259
10/16/06,0.248426929
10/17/06,0.249281213
10/18/06,0.238767803
10/19/06,0.24295795
10/20/06,0.257052273
10/21/06,0.278284401
10/22/06,0.278118908
10/23/06,0.265293539
10/24/06,0.258926392
10/25/06,0.259629309
10/26/06,0.266611457
10/27/06,0.260436863
10/28/06,0.259801924
10/29/06,0.250551879
10/30/06,0.229722112
10/31/06,0.233904809
11/1/06,0.238204464
11/2/06,0.237249687
11/3/06,0.248984993
11/4/06,0.221374631
11/5/06,0.21846132
11/6/06,0.211604059
11/7/06,0.214794502
11/8/06,0.224366188
11/9/06,0.236046612
11/10/06,0.247576818
11/11/06,0.245550036
11/12/06,0.269063115
11/13/06,0.265616983
11/14/06,0.271098047
11/15/06,0.272056282
11/16/06,0.273884773
11/17/06,0.258870244
11/18/06,0.270741314
11/19/06,0.288674504
11/20/06,0.309610933
11/21/06,0.305724263
11/22/06,0.299273759
11/23/06,0.29486385
11/24/06,0.279911458
11/25/06,0.259396344
11/26/06,0.28181693
11/27/06,0.282825112
11/28/06,0.305816978
11/29/06,0.299174279
11/30/06,0.311200023
12/1/06,0.302281886
12/2/06,0.2795057
12/3/06,0.287156969
12/4/06,0.281105936
12/5/06,0.282664806
12/6/06,0.278828114
12/7/06,0.272713155
12/8/06,0.268077791
12/9/06,0.258961082
12/10/06,0.260608286
12/11/06,0.264555454
12/12/06,0.258374989
12/13/06,0.246424526
12/14/06,0.253498912
12/15/06,0.257052451
12/16/06,0.270377845
12/17/06,0.277993202
12/18/06,0.258414239
12/19/06,0.249025479
12/20/06,0.240515545
12/21/06,0.246794447
12/22/06,0.239738911
12/23/06,0.26313284
12/24/06,0.254163772
12/25/06,0.299149156
12/26/06,0.297573924
12/27/06,0.297441959
12/28/06,0.294793099
12/29/06,0.304297954
12/30/06,0.316223025
12/31/06,0.310731292
1/1/07,0.307688802
1/2/07,0.312972695
1/3/07,0.31937471
1/4/07,0.310604781
1/5/07,0.304619908
1/6/07,0.304297477
1/7/07,0.310660005
1/8/07,0.31085819
1/9/07,0.313199848
1/10/07,0.305212259
1/11/07,0.307565331
1/12/07,0.320834637
1/13/07,0.328435689
1/14/07,0.333156496
1/15/07,0.298496634
1/16/07,0.314700961
1/17/07,0.314222962
1/18/07,0.316318244
1/19/07,0.293475747
1/20/07,0.304958344
1/21/07,0.31719771
1/22/07,0.319432139
1/23/07,0.317349881
1/24/07,0.317156613
1/25/07,0.31229648
1/26/07,0.304083228
1/27/07,0.295350164
1/28/07,0.299091399
1/29/07,0.304785013
1/30/07,0.300365031
1/31/07,0.302221417
2/1/07,0.308454275
2/2/07,0.293010145
2/3/07,0.293091834
2/4/07,0.302620351
2/5/07,0.289387375
2/6/07,0.283728391
2/7/07,0.294904768
2/8/07,0.307079613
2/9/07,0.300126225
2/10/07,0.300217688
2/11/07,0.301272005
2/12/07,0.310978949
2/13/07,0.305061787
2/14/07,0.297005296
2/15/07,0.288900048
2/16/07,0.291664422
2/17/07,0.28257069
2/18/07,0.280599207
2/19/07,0.292456537
2/20/07,0.286376953
2/21/07,0.297408134
2/22/07,0.298281878
2/23/07,0.307885438
2/24/07,0.29741618
2/25/07,0.288133085
2/26/07,0.287407458
2/27/07,0.294401646
2/28/07,0.287897974
3/1/07,0.281916052
3/2/07,0.270475775
3/3/07,0.270966858
3/4/07,0.268104494
3/5/07,0.254149735
3/6/07,0.232796863
3/7/07,0.214557841
3/8/07,0.219000623
3/9/07,0.220058471
3/10/07,0.20161669
3/11/07,0.197862923
3/12/07,0.207081243
3/13/07,0.198674113
3/14/07,0.179006457
3/15/07,0.176117554
3/16/07,0.1517836
3/17/07,0.151554957
3/18/07,0.154527247
3/19/07,0.137364
3/20/07,0.131587341
3/21/07,0.127021164
3/22/07,0.118012138
3/23/07,0.092601687
3/24/07,0.085068882
3/25/07,0.096482188
3/26/07,0.107679658
3/27/07,0.093366526
3/28/07,0.09370897
3/29/07,0.085937142
3/30/07,0.075859964
3/31/07,0.07339295
4/1/07,0.070747025
4/2/07,0.057394646
4/3/07,0.054192666
4/4/07,0.059256326
4/5/07,0.067776896
4/6/07,0.074165463
4/7/07,0.082654864
4/8/07,0.093368664
4/9/07,0.097218163
4/10/07,0.056813475
4/11/07,0.058620993
4/12/07,0.056107432
4/13/07,0.05614512
4/14/07,0.070855983
4/15/07,0.087500729
4/16/07,0.115312442
4/17/07,0.107839271
4/18/07,0.109151751
4/19/07,0.118160516
4/20/07,0.099695586
4/21/07,0.11893405
4/22/07,0.124774173
4/23/07,0.147963777
4/24/07,0.138717279
4/25/07,0.129637495
4/26/07,0.136829138
4/27/07,0.13587141
4/28/07,0.140685946
4/29/07,0.141221568
4/30/07,0.163215384
5/1/07,0.154411763
5/2/07,0.144201174
5/3/07,0.136785671
5/4/07,0.13583006
5/5/07,0.132532448
5/6/07,0.139220029
5/7/07,0.129365414
5/8/07,0.107880279
5/9/07,0.120127387
5/10/07,0.112894736
5/11/07,0.102134474
5/12/07,0.095195331
5/13/07,0.106223673
5/14/07,0.093836345
5/15/07,0.100504257
5/16/07,0.100679837
5/17/07,0.105433449
5/18/07,0.09061376
5/19/07,0.107612006
5/20/07,0.098040946
5/21/07,0.10303545
5/22/07,0.104259722
5/23/07,0.104107119
5/24/07,0.117284469
5/25/07,0.127414376
5/26/07,0.120557539
5/27/07,0.122912005
5/28/07,0.124859393
5/29/07,0.111292496
5/30/07,0.128169701
5/31/07,0.139565676
6/1/07,0.139562562
6/2/07,0.158248454
6/3/07,0.151077405
6/4/07,0.131051078
6/5/07,0.121609323
6/6/07,0.106564961
6/7/07,0.102472603
6/8/07,0.110303372
6/9/07,0.103420891
6/10/07,0.120285749
6/11/07,0.137443602
6/12/07,0.136357784
6/13/07,0.141135558
6/14/07,0.152102351
6/15/07,0.154025137
6/16/07,0.161523297
6/17/07,0.163443595
6/18/07,0.156474844
6/19/07,0.155718297
6/20/07,0.156953558
6/21/07,0.165952235
6/22/07,0.168997869
6/23/07,0.170708492
6/24/07,0.169847772
6/25/07,0.158310056
6/26/07,0.132508382
6/27/07,0.119125746
6/28/07,0.125439584
6/29/07,0.112819031
6/30/07,0.108630359
7/1/07,0.109321296
7/2/07,0.115531027
7/3/07,0.123943582
7/4/07,0.12541534
7/5/07,0.121040098
7/6/07,0.130673945
7/7/07,0.135937944
7/8/07,0.149930403
7/9/07,0.148584351
7/10/07,0.144639686
7/11/07,0.136125684
7/12/07,0.113533221
7/13/07,0.119583212
7/14/07,0.110932283
7/15/07,0.117356583
7/16/07,0.06926208
7/17/07,0.080197886
7/18/07,0.077000581
7/19/07,0.068803467
7/20/07,0.058449768
7/21/07,0.060956791
7/22/07,0.069998555
7/23/07,0.071778215
7/24/07,0.06415084
7/25/07,0.075068034
7/26/07,0.082789451
7/27/07,0.082413912
7/28/07,0.09038718
7/29/07,0.097783946
7/30/07,0.094423808
7/31/07,0.097553864
8/1/07,0.116307534
8/2/07,0.11879342
8/3/07,0.113362759
8/4/07,0.112639919
8/5/07,0.112096131
8/6/07,0.103119053
8/7/07,0.087552808
8/8/07,0.08864408
8/9/07,0.097588331
8/10/07,0.084912628
8/11/07,0.061445758
8/12/07,0.041418463
8/13/07,0.042492982
8/14/07,0.016685156
8/15/07,0.012337947
8/16/07,0.01005879
8/17/07,0.010495201
8/18/07,-0.012677825
8/19/07,-0.020410277
8/20/07,-0.011882194
8/21/07,-0.020401062
8/22/07,-0.034336854
8/23/07,-0.031279262
8/24/07,-0.026739247
8/25/07,0.008432016
8/26/07,-0.002589494
8/27/07,-0.026783323
8/28/07,-0.031225599
8/29/07,-0.047772855
8/30/07,-0.039199714
8/31/07,-0.039056871
9/1/07,-0.040949516
9/2/07,-0.020274425
9/3/07,-0.024688739
9/4/07,-0.028043993
9/5/07,-0.023897143
9/6/07,-0.027876953
9/7/07,-0.034222778
9/8/07,-0.081341393
9/9/07,-0.083260551
9/10/07,-0.091685705
9/11/07,-0.117790766
9/12/07,-0.122364819
9/13/07,-0.12505044
9/14/07,-0.129288435
9/15/07,-0.156649768
9/16/07,-0.154981688
9/17/07,-0.152549684
9/18/07,-0.151148513
9/19/07,-0.143836036
9/20/07,-0.135997817
9/21/07,-0.147615954
9/22/07,-0.134995326
9/23/07,-0.150648043
9/24/07,-0.139733061
9/25/07,-0.135623768
9/26/07,-0.131585747
9/27/07,-0.107921906
9/28/07,-0.11885637
9/29/07,-0.1097342
9/30/07,-0.095017537
10/1/07,-0.104008175
10/2/07,-0.115466624
10/3/07,-0.094392501
10/4/07,-0.07730002
10/5/07,-0.099311121
10/6/07,-0.088445656
10/7/07,-0.069892704
10/8/07,-0.062194679
10/9/07,-0.045889482
10/10/07,-0.039823543
10/11/07,-0.035209
10/12/07,-0.038234286
10/13/07,-0.037411049
10/14/07,-0.028676769
10/15/07,-0.026921244
10/16/07,-0.044022232
10/17/07,-0.057596847
10/18/07,-0.062290054
10/19/07,-0.06207446
10/20/07,-0.051078636
10/21/07,-0.0552761
10/22/07,-0.011666353
10/23/07,0.014488947
10/24/07,0.014889676
10/25/07,0.017541857
10/26/07,0.023832977
10/27/07,0.007686912
10/28/07,0.00929829
10/29/07,-0.012323397
10/30/07,-0.022279946
10/31/07,-0.023884218
11/1/07,-0.027436461
11/2/07,-0.034565736
11/3/07,-0.03541138
11/4/07,-0.036810845
11/5/07,-0.047188368
11/6/07,-0.063396551
11/7/07,-0.063981816
11/8/07,-0.058388032
11/9/07,-0.069425389
11/10/07,-0.084755734
11/11/07,-0.078281447
11/12/07,-0.065014943
11/13/07,-0.078377992
11/14/07,-0.086763561
11/15/07,-0.081373848
11/16/07,-0.080921113
11/17/07,-0.079002082
11/18/07,-0.061730534
11/19/07,-0.046396781
11/20/07,-0.014499674
11/21/07,-0.041053195
11/22/07,-0.046488985
11/23/07,-0.041770089
11/24/07,-0.042184055
11/25/07,-0.047458947
11/26/07,-0.030072853
11/27/07,-0.033893794
11/28/07,-0.049384173
11/29/07,-0.074976288
